PRODUCT,P_date,PURCHASING_HOSPITAL,PURCHASING_DEPARTMENT,N_Order,R_no,N_units,Cost,Total_product_purchase,Type_purchase,Type_logistic,PRODUCTO,P_code_CLASS,P_code_NUM,YEAR,MONTH,DAYOFMONTH,DAYOFYEAR,N_product_purchased
64663,21-04-2023,8,,497603/23,413568,5,26.399925,2006.3943,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.866025404,-0.89780454,0.942761143,380
64663,25-04-2023,7,3,511300/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.866025404,-0.937752132,0.917583626,200
64663,28-04-2023,8,,527769/23,413568,5,26.399925,1610.395425,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.866025404,-0.571268215,0.895839291,305
64663,08-05-2023,8,,568634/23,413568,5,26.399925,1927.194525,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,0.998716507,0.806479946,365
64663,11-05-2023,13,1,586553/23,413568,100,527.9985,1583.9955,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,0.790775737,0.774884041,300
64663,15-05-2023,0,2,600497/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,0.101168322,0.729557554,200
64663,16-05-2023,8,,606303/23,413568,5,26.399925,1742.39505,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,-0.101168322,0.717676914,330
64663,17-05-2023,8,,614196/23,413568,5,26.399925,1927.194525,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,-0.299363123,0.70558361,365
64663,23-05-2023,8,,635789/23,413568,5,26.399925,1715.995125,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,-0.998716507,0.628762815,325
64663,24-05-2023,8,,641601/23,413568,5,26.399925,1610.395425,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,-0.988468324,0.6152846,305
64663,31-05-2023,8,,678849/23,413568,5,26.399925,1900.7946,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,0.5,-2.45E-16,0.516062391,360
64663,01-06-2023,8,,684351/23,413568,100,527.9985,2111.994,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.22E-16,0.20129852,0.501241813,400
64663,07-06-2023,13,1,707219/23,413568,100,527.9985,2639.9925,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.22E-16,0.988468324,0.409355959,500
64663,09-06-2023,8,,718420/23,413568,5,26.399925,1689.5952,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.22E-16,0.968077119,0.377707965,320
64663,20-06-2023,0,2,762833/23,413568,5,26.399925,580.79835,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.22E-16,-0.790775737,0.19667289,110
64663,22-06-2023,8,,773986/23,413568,5,26.399925,2745.5922,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.22E-16,-0.968077119,0.162807013,520
64663,30-06-2023,0,2,811737/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,1.22E-16,-0.20129852,0.02581844,200
64663,03-07-2023,8,,818253/23,413568,5,26.399925,1927.194525,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,0.571268215,-0.02581844,365
64663,06-07-2023,8,,835423/23,413568,5,26.399925,1927.194525,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,0.937752132,-0.077386479,365
64663,12-07-2023,8,,854723/23,413568,5,26.399925,1742.39505,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,0.651372483,-0.179766586,330
64663,13-07-2023,0,2,862623/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,0.485301963,-0.19667289,200
64663,13-07-2023,13,1,860539/23,413568,100,527.9985,2111.994,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,0.485301963,-0.19667289,400
64663,17-07-2023,8,,870231/23,413568,5,26.399925,1636.79535,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,-0.299363123,-0.263665493,310
64663,19-07-2023,4,1,881351/23,413568,100,527.9985,527.9985,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,-0.651372483,-0.296712819,100
64663,21-07-2023,8,,889799/23,413568,5,26.399925,1715.995125,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,-0.89780454,-0.329408482,325
64663,26-07-2023,8,,904378/23,413568,5,26.399925,1795.1949,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.5,-0.848644257,-0.409355959,340
64663,01-08-2023,0,2,941044/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.20129852,-0.501241813,200
64663,02-08-2023,8,,944098/23,413568,5,26.399925,2164.79385,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.394355855,-0.516062391,410
64663,08-08-2023,13,1,964350/23,413568,100,527.9985,2111.994,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.998716507,-0.601624063,400
64663,10-08-2023,7,3,971222/23,413568,100,527.9985,2639.9925,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.89780454,-0.628762815,500
64663,14-08-2023,8,,985341/23,413568,100,527.9985,6863.9805,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.299363123,-0.680773409,1300
64663,17-08-2023,0,2,989938/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,-0.299363123,-0.717676914,200
64663,29-08-2023,0,2,1026721/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,-0.394355855,-0.845249057,200
64663,29-08-2023,13,1,1025983/23,413568,100,527.9985,2111.994,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,-0.394355855,-0.845249057,400
64663,06-09-2023,8,,1110341/23,413568,5,26.399925,6415.181775,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-1,0.937752132,-0.91060463,1215
64663,21-09-2023,0,2,1170822/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-1,-0.89780454,-0.98594815,200
64663,25-09-2023,8,,1179753/23,413568,5,26.399925,6098.382675,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-1,-0.937752132,-0.995105311,1155
64663,05-10-2023,0,2,1236419/23,413568,100,527.9985,1055.997,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.848644257,-0.997324973,200
64663,09-10-2023,7,3,1247854/23,413568,100,527.9985,2639.9925,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,0.968077119,-0.989932495,500
64663,24-10-2023,8,,1307159/23,413568,5,26.399925,7101.579825,Minor purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,2023,-0.866025404,-0.988468324,-0.920971288,1345
64751,05-01-2023,10,1,11237/23,4628,100,9.900001,148.500015,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,0.848644257,0.085964799,1500
64751,12-01-2023,18,1,32248/23,4628,100,9.900001,178.200018,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,0.651372483,0.2051045,1800
64751,30-01-2023,18,1,113540/23,4628,100,9.900001,168.300017,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,-0.20129852,0.49377555,1700
64751,10-02-2023,0,2,166260/23,4628,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.866025404,0.89780454,0.648629561,2000
64751,14-02-2023,10,1,177573/23,4628,100,9.900001,148.500015,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.866025404,0.299363123,0.699458327,1500
64751,16-02-2023,18,1,190949/23,4628,100,9.900001,178.200018,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.866025404,-0.101168322,0.723644038,1800
64751,25-02-2023,8,,240016/23,4628,100,9.900001,297.00003,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.866025404,-0.937752132,0.821476553,3000
64751,07-03-2023,18,1,276338/23,4628,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1,0.988468324,0.907013813,1600
64751,24-03-2023,18,1,381368/23,4628,100,9.900001,188.100019,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1,-0.988468324,0.989932495,1900
64751,24-03-2023,0,2,382996/23,4628,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1,-0.988468324,0.989932495,2000
64751,19-04-2023,8,,484534/23,4628,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.866025404,-0.651372483,0.953680997,1600
64751,21-04-2023,4,1,497784/23,4628,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.866025404,-0.89780454,0.942761143,2000
64751,08-05-2023,8,,569432/23,4628,100,9.900001,148.500015,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,0.998716507,0.806479946,1500
64751,11-05-2023,0,2,587017/23,4628,100,9.900001,178.200018,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,0.790775737,0.774884041,1800
64751,16-05-2023,8,,606020/23,4628,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,-0.101168322,0.717676914,1600
64751,24-05-2023,8,,642848/23,4628,100,9.900001,148.500015,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,-0.988468324,0.6152846,1500
64751,30-05-2023,8,,665769/23,4628,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,0.5,-0.20129852,0.530730048,1600
64751,12-06-2023,8,,724003/23,4628,100,9.900001,148.500015,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.22E-16,0.651372483,0.329408482,1500
64751,13-06-2023,7,3,729229/23,4628,100,9.900001,99.00001,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.22E-16,0.485301963,0.313107041,1000
64751,16-06-2023,0,2,748978/23,4628,100,9.900001,118.800012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.22E-16,-0.101168322,0.263665493,1200
64751,22-06-2023,8,,774375/23,4628,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.22E-16,-0.968077119,0.162807013,1600
64751,30-06-2023,0,2,813387/23,1624W,400,52.8,211.2,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.22E-16,-0.20129852,0.02581844,1600
64751,30-06-2023,8,,813385/23,1624W,400,52.8,792,Minor purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,1.22E-16,-0.20129852,0.02581844,6000
64751,31-07-2023,8,,936369/23,4628,100,9.900001,168.300017,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.5,-2.45E-16,-0.486272707,1700
64751,08-08-2023,8,,958658/23,4628,100,9.900001,168.300017,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,0.998716507,-0.601624063,1700
64751,14-08-2023,4,1,984491/23,4628,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,0.299363123,-0.680773409,2000
64751,21-08-2023,8,,1002376/23,4628,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,-0.89780454,-0.763888613,1600
64751,21-08-2023,0,2,1003095/23,4628,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,-0.89780454,-0.763888613,2000
64751,05-09-2023,8,,1081753/23,4628,100,9.900001,168.300017,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1,0.848644257,-0.903355802,1700
64751,18-09-2023,8,,1149765/23,4628,100,9.900001,148.500015,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1,-0.485301963,-0.976010551,1500
64751,19-09-2023,8,,1157275/23,4628,100,9.900001,297.00003,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1,-0.651372483,-0.979613692,3000
64751,25-09-2023,0,2,1182293/23,4628,100,9.900001,118.800012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-1,-0.937752132,-0.995105311,1200
64751,11-10-2023,8,,1260338/23,4628,100,9.900001,178.200018,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,0.790775737,-0.984473817,1800
64751,30-10-2023,8,,1327456/23,4628,100,9.900001,168.300017,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,-0.20129852,-0.875891705,1700
64751,31-10-2023,0,2,1336697/23,4628,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,2023,-0.866025404,-2.45E-16,-0.867456355,2000
41691,09-01-2023,4,1,16033/23,400403,10,134.431,672.155,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,0.968077119,0.154308821,50
41691,09-01-2023,10,1,16028/23,400403,10,134.431,3226.344,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,0.968077119,0.154308821,240
41691,12-01-2023,18,1,31885/23,400403,10,134.431,1747.603,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,0.651372483,0.2051045,130
41691,16-01-2023,10,1,47987/23,400403,10,134.431,3360.775,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-0.101168322,0.271958158,250
41691,18-01-2023,0,2,62411/23,400403,10,134.431,1344.31,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-0.485301963,0.304921225,100
41691,23-01-2023,7,3,81284/23,400403,10,134.431,672.155,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-0.998716507,0.385663406,50
41691,24-01-2023,4,1,86619/23,400403,10,134.431,1075.448,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-0.988468324,0.401487989,80
41691,25-01-2023,10,1,93473/23,400403,10,134.431,2957.482,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-0.937752132,0.417193603,220
41691,27-01-2023,18,1,104332/23,400403,10,134.431,2150.896,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-0.724792787,0.448229342,160
41691,31-01-2023,0,2,119663/23,400403,10,134.431,1344.31,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.5,-2.45E-16,0.508670944,100
41691,01-02-2023,10,1,124544/23,400403,10,134.431,2957.482,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,0.20129852,0.523415607,220
41691,06-02-2023,7,3,140424/23,400403,10,134.431,1344.31,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,0.937752132,0.594726687,100
41691,08-02-2023,18,1,154381/23,400403,10,134.431,1882.034,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,0.998716507,0.622046748,140
41691,09-02-2023,10,1,159453/23,400403,10,134.431,3091.913,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,0.968077119,0.635432301,230
41691,11-02-2023,0,2,167658/23,400403,10,134.431,1344.31,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,0.790775737,0.661634618,100
41691,15-02-2023,4,1,184608/23,400403,10,134.431,1075.448,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,0.101168322,0.711656622,80
41691,20-02-2023,10,1,210651/23,400403,10,134.431,3091.913,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,-0.790775737,0.769414827,230
41691,21-02-2023,18,1,216432/23,400403,10,134.431,1613.172,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,0.866025404,-0.89780454,0.780295851,120
41691,04-03-2023,0,2,263338/23,400403,10,107.03,1070.3,Major purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,1,0.724792787,0.88406751,100
41691,04-03-2023,10,1,263343/23,400403,10,107.03,2247.63,Major purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,2023,1,0.724792787,0.88406751,210
